instance,prep,geo-feature,placename,sum,or,'label exp1','label exp 2','label exp 3','label exp 4'
' a famili three escap a hous',of,2,0,2,1,0,0,0,0
' a famili three escap hous fire bardon',from,2,0,2,1,2,1,1,0
' escap a hous fire bardon road berwick hill middlesbrough',in,2,0,2,1,2,1,1,0
' a fear intimaci also develop',of,0,0,0,0,0,0,0,0
' intimaci also develop fear depend',from,0,0,0,0,0,0,0,0
' a fear intimaci also develop',of,0,0,0,0,0,0,0,0
' day later rumour spread thousand tinner intend',that,0,0,0,0,0,0,0,0
' thousand tinner intend march looe',on,0,0,0,0,2,1,1,0
' ampl homesit cheap compens lack sewer',for,1,0,1,1,0,0,0,0
' cheap compens the lack sewer made road',of,1,0,1,1,2,1,1,0
' a first vote govern overal bill',on,0,0,0,0,0,0,0,0
' a first vote govern overal bill',on,0,0,0,0,0,0,0,0
' held wednesday night second vote specif',with,0,0,0,0,0,0,0,0
' a first vote govern overal bill',on,0,0,0,0,0,0,0,0
' a first vote govern overal bill',on,0,0,0,0,0,0,0,0
' a fisherman pirogu river seneg a fisherman',in,3,0,3,1,2,1,1,0
' a fisherman pirogu beach green bank the',on,3,0,3,1,2,1,1,0
' beach green bank the river seneg',of,3,0,3,1,2,1,1,0
' read room refer librari hucknal road open',on,2,2,4,1,2,1,1,0
' hucknal road open  a build former',in,2,2,4,1,0,0,0,0
' hucknal road open  a build former',in,2,2,4,1,2,1,1,0
' build former use a chapel',as,2,2,4,1,2,1,1,0
' a french paperback astrophys',on,0,0,0,0,0,0,0,0
' a full view river onli',of,4,0,4,1,2,1,1,0
' river onli obtain one two the',from,4,0,4,1,2,1,1,0
' a full view river onli',of,4,0,4,1,2,1,1,0
' two upper room the hous the park',in,4,0,4,1,2,1,1,0
' upper room hous the park thick stud',for,4,0,4,1,2,1,1,0
' park thick stud lofti tree beech elm',with,4,0,4,1,2,1,1,0
' a ascent twenti three step the',of,5,1,6,1,2,1,1,0
' a ascent twenti three step the',of,5,1,6,1,2,1,1,0
' southwel newark no fewer twenti villag church come within',than,5,1,6,1,0,0,0,0
' twenti villag church come view if',within,5,1,6,1,2,1,1,0
' church come within view the day clear',while,5,1,6,1,0,0,0,0
' come within view day clear the',if,5,1,6,1,0,0,0,0
' a ascent twenti three step the',of,5,1,6,1,2,1,1,0
' lincoln cathedr may discern eastern horizon',on,5,1,6,1,2,1,1,0
' a garden yard south side the',on,1,2,3,1,2,1,1,0
' yard south side the hous consist',of,1,2,3,1,2,1,1,0
' yard south side the hous consist',of,1,2,3,1,2,1,1,0
' yard south side the hous consist',of,1,2,3,1,2,1,1,0
' ground surround divid brick wall',by,1,2,3,1,2,1,1,0
' a garden  year mr wakeford',for,1,0,1,1,0,0,0,0
'  year mr wakeford occas turn enthusiasm',on,1,0,1,1,0,0,0,0
' good exampl the placement bright yellow brick match',of,0,0,0,0,0,0,0,0
' yellow brick match shape tabl cover a',on,0,0,0,0,1,1,0,1
' shape tabl cover a dark cloth piec',with,0,0,0,0,0,0,0,0
' good exampl the placement bright yellow brick match',of,0,0,0,0,0,0,0,0
' good guidebook point some good hotel choic',at,1,0,1,1,0,0,0,0
' some good hotel choic budget rang',in,1,0,1,1,0,0,0,0
' a gracious tree line villag upstat new york woodland',amid,7,2,9,1,2,1,1,0
' woodland cooperstown sit proud stuck time the southern tip',in,7,2,9,1,0,0,0,0
' sit proud stuck time southern tip placid',on,7,2,9,1,2,1,1,0
' time the southern tip placid otsego lake hill',of,7,2,9,1,2,1,1,0
' lake hill ring lake crystal clear is',so,7,2,9,1,0,0,0,0
' time the southern tip placid otsego lake hill',of,7,2,9,1,2,1,1,0
' a group girl deck medal danc',of,0,0,0,0,0,0,0,0
' a group girl deck medal danc',with,0,0,0,0,0,0,0,0
' a grow number perhap mani',of,1,2,3,1,0,0,0,0
' grow number them perhap mani  ',as,1,2,3,1,0,0,0,0
'  left reserv earli summer ',in,1,2,3,1,0,0,0,0
' a grow number perhap mani',of,1,2,3,1,0,0,0,0
' summer  migrat wyom montana territori',into,1,2,3,1,2,1,1,0
' a grow number perhap mani',of,1,2,3,1,0,0,0,0
' a handsom stone gateway open fine avenu lime',on,2,0,2,1,2,1,1,0
' open a fine avenu lime which west',of,2,0,2,1,0,0,0,0
' fine avenu lime the west front',through,2,0,2,1,2,1,1,0
' open a fine avenu lime which west',of,2,0,2,1,2,1,1,0
' investig wait list patient need hip replac oper',for,0,0,0,0,0,0,0,0
' a figur beckon a warm lozeng light',into,0,0,0,0,1,1,0,1
' into warm lozeng light',of,0,0,0,0,0,0,0,0
' a herd zebra henc produc a',of,0,0,0,0,0,0,0,0
' herd zebra henc produc quarter a third',about,0,0,0,0,0,0,0,0
' a herd zebra henc produc a',of,0,0,0,0,0,0,0,0
' third it weight prey carcas per year',in,0,0,0,0,0,0,0,0
' weight prey carcas year',per,0,0,0,0,0,0,0,0
' heritag spire share skylin modern communic tower',with,0,0,0,0,2,1,1,0
' pack a real bonus uk walk it',for,0,1,1,1,0,0,0,0
' fit wider rang back size mani',of,0,1,1,1,0,0,0,0
' wider rang back size mani test',than,0,1,1,1,0,0,0,0
' back size mani test',on,0,1,1,1,0,0,0,0
' michael goleniewski had charg polish militari intellig',in,0,2,2,1,0,0,0,0
' had charg polish militari intellig in east',of,0,2,2,1,0,0,0,0
' michael goleniewski had charg polish militari intellig',in,0,2,2,1,2,1,1,0
' michael goleniewski had charg polish militari intellig',in,0,2,2,1,2,1,1,0
' speed ave leav barcelona sant   arriv zaragoza',at,0,0,0,0,0,0,0,0
' speed ave leav barcelona sant   arriv zaragoza',at,0,0,0,0,0,0,0,0
' a high speed train cardiff on board high',at,1,5,6,1,2,1,1,0
' board high speed train london & cardiff the local',between,1,5,6,1,2,1,1,0
' & cardiff the local train cardiff fishguard arriv',from,1,5,6,1,2,1,1,0
' a high speed train cardiff on board high',at,1,5,6,1,2,1,1,0
' a hors drawn tram goe down tramway',up,4,0,4,1,2,1,1,0
' drawn tram goe tramway and the island',down,4,0,4,1,2,1,1,0
' pleasant place wander around watch sea batter',while,4,0,4,1,0,0,0,0
' sea batter granit rock shore',on,4,0,4,1,2,1,1,0
' a hotel restaur terrac overhang slope',with,4,1,5,1,2,1,1,0
' slope give splendid view lake thun',over,4,1,5,1,2,1,1,0
' splendid view the lake thun the stockhorn group',of,4,1,5,1,2,1,1,0
' school room garden woodborough contain a rood',at,4,1,5,1,2,1,1,0
' garden woodborough contain rood open other',about,4,1,5,1,0,0,0,0
' open other land rent schoolmast boundari',by,4,1,5,1,0,0,0,0
' open other land rent schoolmast boundari',by,4,1,5,1,2,1,1,0
' huge ruin countri mansion built  ralph lord cromwel',in,3,1,4,1,0,0,0,0
' countri mansion built  ralph lord cromwel treasur',by,3,1,4,1,0,0,0,0
' ralph lord cromwel treasur england',of,3,1,4,1,0,0,0,0
' a hunt begun bogus policeman follow',for,0,2,2,1,0,0,0,0
' policeman follow driver a  near wendov',along,0,2,2,1,2,1,1,0
' driver along a  wendov buckinghamshir',near,0,2,2,1,2,1,1,0
' a  near wendov buckinghamshir',in,0,2,2,1,2,1,1,0
' forest karri tree everywher region',in,2,0,2,1,2,1,1,0
' a key object tencel launch been',since,2,0,2,1,0,0,0,0
' been posit the top end the',at,2,0,2,1,0,0,0,0
' at top end market work the',of,2,0,2,1,0,0,0,0
' end market work the best mill convert',with,2,0,2,1,0,0,0,0
' attract premium price fibr',for,2,0,2,1,0,0,0,0
' need mobil support conserv govern labour',as,1,0,1,1,0,0,0,0
' conserv govern labour politician offic would probabl feel even',in,1,0,1,1,0,0,0,0
' probabl feel even disappoint televis conserv politician',with,1,0,1,1,0,0,0,0
' even disappoint televis conserv politician',than,1,0,1,1,0,0,0,0
' a landsat imag tibet magnific the',of,1,2,3,1,2,1,1,0
' a landsat imag tibet magnific the',of,1,2,3,1,2,1,1,0
' cliff moher black the o loughlin',as,1,2,3,1,0,0,0,0
' deck creat a metr lower the',about,0,0,0,0,2,1,1,0
' creat a metr lower main floor level',than,0,0,0,0,0,0,0,0
' the main floor level new timber stair',with,0,0,0,0,2,1,1,0
' a larg quantiti land face victoria embank',of,1,2,3,1,2,1,1,0
' mundella school been enclos view an exhibit',with,1,2,3,1,0,0,0,0
' lean greenhous frame ornament tree shrub fern',by,2,0,2,1,0,0,0,0
' tile edg bed lie north wall the',below,2,0,2,1,2,1,1,0
' lie north wall the greenhous barbara',of,2,0,2,1,2,1,1,0
' north wall the greenhous barbara collect cacti',while,2,0,2,1,0,0,0,0
' lie north wall the greenhous barbara',of,2,0,2,1,0,0,0,0
' a lender classifi borrow basi credit worthi',on,1,0,1,1,0,0,0,0
' borrow the basi credit worthi in turn',of,1,0,1,1,0,0,0,0
' basi credit worthi turn depend the borrow',in,1,0,1,1,0,0,0,0
' a lender classifi borrow basi credit worthi',on,1,0,1,1,0,0,0,0
' borrow the basi credit worthi in turn',of,1,0,1,1,0,0,0,0
' a lender classifi borrow basi credit worthi',on,1,0,1,1,0,0,0,0
' a littl black flake mascara got trap behind',of,0,0,0,0,0,0,0,0
' mascara got trap',behind,0,0,0,0,1,1,0,1
' a littl may seen the',on,2,2,4,1,2,1,1,0
' a littl may seen the',on,2,2,4,1,2,1,1,0
' right hand look sycamor road of the',down,2,2,4,1,2,1,1,0
' look sycamor road the garden allot which',of,2,2,4,1,2,1,1,0
' of garden allot nottingham famous',by,2,2,4,1,0,0,0,0
' a littl may seen the',on,2,2,4,1,2,1,1,0
' offic walk past collaps build cavezzo itali',in,0,1,1,1,2,1,1,0
' meter high no  meter broad tunnel',than,2,0,2,1,0,0,0,0
'  meter broad tunnel vijlenerberg connect new',under,2,0,2,1,2,1,1,0
' a look watch stole across jane parget',of,0,0,0,0,0,0,0,0
' a look watch stole jane parget eye',across,0,0,0,0,1,1,0,1
' a lot happen seven month sinc ford',in,0,0,0,0,0,0,0,0
' happen the seven month ford unveil new escort',since,0,0,0,0,0,0,0,0
' escort rang not much in accord it',of,0,0,0,0,0,0,0,0
' a lot happen seven month sinc ford',in,0,0,0,0,0,0,0,0
' much it accord  billion master plan',with,0,0,0,0,0,0,0,0
' stone some stain glass mattersey church probabl came',in,2,0,2,1,2,1,1,0
' mattersey church probabl came priori',from,2,0,2,1,2,1,1,0
' fli german plane could hop hangar massacr',over,0,0,0,0,2,1,1,0
' hangar massacr squad one sudden burst',with,0,0,0,0,0,0,0,0
' a man stagger wreck block flat',from,3,0,3,1,2,1,1,0
' stagger a wreck block flat blaze cloth',of,3,0,3,1,2,1,1,0
' wreck block flat blaze cloth be oper',in,3,0,3,1,0,0,0,0
' wreck block flat blaze cloth be oper',in,3,0,3,1,2,1,1,0
' a mass footag whizz across screen',of,0,0,0,0,0,0,0,0
' a mass footag whizz screen',across,0,0,0,0,1,1,0,1
' a menac stormi sky hover panoram landscap the',over,5,1,6,1,2,1,1,0
' hover panoram landscap the clent hill enjoy panoram',on,5,1,6,1,2,1,1,0
' clent hill enjoy panoram view area the clent',of,5,1,6,1,2,1,1,0
' panoram view area the clent hill  a',from,5,1,6,1,2,1,1,0
' clent hill enjoy panoram view area the clent',of,5,1,6,1,2,1,1,0
' view the surround landscap clent hill look the',at,5,1,6,1,2,1,1,0
' landscap clent hill look tree explor wildlif rich',through,5,1,6,1,2,1,1,0
' a menac stormi sky hover panoram landscap the',over,5,1,6,1,0,0,0,0
'  feet  view south beatric hyde bench seat',with,5,1,6,1,0,0,0,0
' landscap clent hill look tree explor wildlif rich',through,5,1,6,1,2,1,1,0
' a mile arriv the trailhead',before,7,1,8,1,2,1,1,0
' a mile arriv trailhead we were abl',at,7,1,8,1,2,1,1,0
' see was left tortilla ranch corral',of,7,1,8,1,2,1,1,0
' milkman been temporarili blind two men spray superglu',by,0,0,0,0,0,0,0,0
' two men spray superglu eye',into,0,0,0,0,1,1,0,1
' a more readi filli of',Than,1,0,1,1,0,0,0,0
' a more than readi filli a strawberri road mare',out,1,0,1,1,1,1,0,1
' more than readi filli a strawberri road mare',of,1,0,1,1,1,1,0,1
' a motor cyclist slither car',towards,0,0,0,0,1,1,0,1
' a mutini pay arrear spread',over,1,1,2,1,0,0,0,0
' spread sever section arm forc the',of,1,1,2,1,0,0,0,0
' section arm forc the end juli spark',by,1,1,2,1,0,0,0,0
' spread sever section arm forc the',of,1,1,2,1,0,0,0,0
' section arm forc the end juli spark',by,1,1,2,1,0,0,0,0
' spread sever section arm forc the',of,1,1,2,1,0,0,0,0
' battalion erect road block manhica area',in,1,1,2,1,2,1,1,0
' a myriad green long leg insect danc',of,0,0,0,0,0,0,0,0
' long leg insect danc crazili light shone',around,0,0,0,0,1,1,0,1
' light shone night head',above,0,0,0,0,1,1,0,1
' narrow path zigzag steepli in front the colonnad',from,0,0,0,0,2,1,1,0
' path zigzag steepli from front the colonnad',in,0,0,0,0,2,1,1,0
' steepli from front colonnad the shore',of,0,0,0,0,2,1,1,0
' a network lake fen marsh meadow',of,5,0,5,1,2,1,1,0
' way round easi boat',by,5,0,5,1,0,0,0,0
' a new updat version trailblaz pembrokeshir coast path',of,3,1,4,1,0,0,0,0
' coast path guid gone saleth guid includ inform',on,3,1,4,1,0,0,0,0
' coast path guid gone saleth guid includ inform',on,3,1,4,1,0,0,0,0
' highlight public transport servic well revis accommod',as,3,1,4,1,0,0,0,0
' new brick garag built site the',on,3,0,3,1,2,1,1,0
' built site the s asbesto one',of,3,0,3,1,2,1,1,0
' asbesto one the brick wall carri along',with,3,0,3,1,2,1,1,0
' brick wall carri the east rear wall maintain',along,3,0,3,1,2,1,1,0
' wall maintain good height privaci',for,3,0,3,1,0,0,0,0
' a new mole exist one also',around,0,0,0,0,1,1,0,1
' nurs smile pull face friend befor',at,0,0,0,0,0,0,0,0
' face a friend a van plough the',before,0,0,0,0,0,0,0,0
' befor van plough back her car',into,0,0,0,0,1,1,0,1
' van plough the back car caus fatal injuri',of,0,0,0,0,1,1,0,1
' yesterday appar halt artilleri battl afghan govern guerrilla',between,0,0,0,0,0,0,0,0
' guerrilla have caus thousand civilian casualti',of,0,0,0,0,0,0,0,0
' a pavement bed the river',on,2,5,7,1,2,1,1,0
' a pavement bed the river littleborough still',of,2,5,7,1,2,1,1,0
' bed river littleborough still mark the point',at,2,5,7,1,2,1,1,0
' bed river littleborough still mark the point',at,2,5,7,1,2,1,1,0
' which roman road lincoln doncast york',from,2,5,7,1,2,1,1,0
' a persist ring rous christina pleasant dream',from,0,0,0,0,0,0,0,0
' a perus regul suggest the',of,0,0,0,0,0,0,0,0
' perus regul suggest the summari be',that,0,0,0,0,0,0,0,0
' pretti lengthi one express equal impenetr account lawyer',in,0,0,0,0,0,0,0,0
' a piec great barrier reef',of,3,1,4,1,2,1,1,0
' barrier reef been put ice the arid plain',on,3,1,4,1,1,1,0,1
' been put ice arid plain fring australia',in,3,1,4,1,2,1,1,0
' must quest mrs proudi as for',for,0,1,1,1,0,0,0,0
' pilgrimag salisburi be must quest mrs',as,0,1,1,1,0,0,0,0
' must quest mrs proudi as for',for,0,1,1,1,0,0,0,0
' a pin drop attic would shatter',in,0,0,0,0,1,1,0,1
' a plump figur dress oliv green',in,0,0,0,0,0,0,0,0
' plump figur a dress oliv green silk came toward',of,0,0,0,0,0,0,0,0
' oliv green silk came from dine room',towards,0,0,0,0,1,1,0,1
' green silk came toward the dine room walk',from,0,0,0,0,1,1,0,1
' dine room walk quick skid slither',that,0,0,0,0,1,1,0,1
' a plump figur dress oliv green',in,0,0,0,0,0,0,0,0
' slither her even slipper marbl floor',on,0,0,0,0,1,1,0,1
' a plus lodg a quiet locat turangi',in,5,2,7,1,2,1,1,0
' a plus lodg a quiet locat turangi',in,5,2,7,1,2,1,1,0
' town area  tongariro region larg relax garden easi stroll',with,5,2,7,1,2,1,1,0
' tolaga bay offer rang attract includ tolaga bay',of,5,1,6,1,0,0,0,0
' a portfolio work form part',of,0,0,0,0,0,0,0,0
' a portfolio work form part',of,0,0,0,0,0,0,0,0
' a post mortem yesterday natal state mortuari',at,2,1,3,1,2,1,1,0
' the natal state mortuari durban reveal both women',in,2,1,3,1,2,1,1,0
' state mortuari durban reveal women die multipl',that,2,1,3,1,0,0,0,0
' reveal both women die multipl wound the panga',from,2,1,3,1,0,0,0,0
' reveal both women die multipl wound the panga',from,2,1,3,1,0,0,0,0
' a press confer subject was schedul',on,0,1,1,1,0,0,0,0
' subject schedul monday was cancel due',for,0,1,1,1,0,0,0,0
' cancel due the suicid former prime minist pierr beregovoy',of,0,1,1,1,0,0,0,0
' former prime minist pierr beregovoy weekend',over,0,1,1,1,0,0,0,0
' a professor medicin visit medic school',of,1,1,2,1,0,0,0,0
' medicin visit medic school texa ask resid physician',in,1,1,2,1,2,1,1,0
' a professor medicin visit medic school',of,1,1,2,1,0,0,0,0
' a professor medicin visit medic school',of,1,1,2,1,0,0,0,0
' a proport hypoxaem children may so',of,0,0,0,0,0,0,0,0
' so physiolog compromis late cours ill',in,0,0,0,0,0,0,0,0
' a proport hypoxaem children may so',of,0,0,0,0,0,0,0,0
' the cours ill treatment oxygen not',that,0,0,0,0,0,0,0,0
' cours ill treatment oxygen not prevent death',with,0,0,0,0,0,0,0,0
' purchas have knowledg agreement will insist',of,0,0,0,0,0,0,0,0
' agreement will insist warranti the vendor',on,0,0,0,0,0,0,0,0
' insist a warranti vendor no consent',by,0,0,0,0,0,0,0,0
' warranti the vendor consent requir see',that,0,0,0,0,0,0,0,0
' a question aris analysi whether competit',from,1,0,1,1,0,0,0,0
' aris this analysi competit labour for',whether,1,0,1,1,0,0,0,0
' analysi whether competit labour for market',for,1,0,1,1,0,0,0,0
' analysi whether competit labour for market',for,1,0,1,1,0,0,0,0
' market the fundament pull wage',in,1,0,1,1,0,0,0,0
' a quick anxious look and found',behind,0,0,0,0,1,1,0,1
' found she look',for,0,0,0,0,0,0,0,0
' a quiz organis launch delta holiday',at,2,0,2,1,0,0,0,0
' quiz organis the launch delta holiday a prize',by,2,0,2,1,0,0,0,0
' launch delta holiday prize a trip',with,2,0,2,1,0,0,0,0
' delta holiday prize a trip two adult',of,2,0,2,1,0,0,0,0
' prize a trip two adult euro disney',for,2,0,2,1,0,0,0,0
' quiz organis the launch delta holiday a prize',by,2,0,2,1,0,0,0,0
' delta holiday prize a trip two adult',of,2,0,2,1,2,1,1,0
' a racego wear union flag derbi day second day',on,0,6,6,1,0,0,0,0
' derbi day second day epsom derbi hors race',of,0,6,6,1,0,0,0,0
' epsom derbi hors race festiv epsom surrey southern england',at,0,6,6,1,2,1,1,0
' hors race festiv epsom surrey southern england june',in,0,6,6,1,2,1,1,0
' a racego wear union flag derbi day second day',on,0,6,6,1,0,0,0,0
' derbi day second day epsom derbi hors race',of,0,6,6,1,0,0,0,0
' a recent monograph jacob epstein memori sculptur',of,2,0,2,1,0,0,0,0
' naturalist w h hudson hyde park corner may',at,2,0,2,1,2,1,1,0
' park corner may use exampl',as,2,0,2,1,0,0,0,0
' a recent survey british institut manag',by,0,0,0,0,0,0,0,0
' survey the british institut manag show director',of,0,0,0,0,0,0,0,0
' british institut manag show director larger compani',that,0,0,0,0,0,0,0,0
' survey the british institut manag show director',of,0,0,0,0,0,0,0,0
' survey the british institut manag show director',of,0,0,0,0,0,0,0,0
' averag pay rise \% ',in,0,0,0,0,0,0,0,0
' a remedi econom ill suggest',for,0,0,0,0,0,0,0,0
' a reservoir colour gel put near',of,1,0,1,1,0,0,0,0
' colour gel put nozzl',near,1,0,1,1,1,1,0,1
' that argument provid sea contain ship group',by,1,0,1,1,0,0,0,0
' that argument provid sea contain ship group',by,1,0,1,1,0,0,0,0
' and wound anoth person car it travel',in,1,2,3,1,1,1,0,1
' anoth person the car travel the western',as,1,2,3,1,0,0,0,0
' and wound anoth person car it travel',in,1,2,3,1,2,1,1,0
' a rope been thrown low beam the',over,0,0,0,0,1,1,0,1
' thrown a low beam room tie',in,0,0,0,0,1,1,0,1
' tie top the bookman cage',of,0,0,0,0,1,1,0,1
' a rugbi union coach elit level ',at,0,1,1,1,0,0,0,0
' coach elit level  the sport love conserv',from,0,1,1,1,0,0,0,0
' conserv advoc bust sport sanction apartheid south africa',against,0,1,1,1,0,0,0,0
' mile path travers communiti provid east provid warren &',of,0,1,1,1,2,1,1,0
' & barrington begin right bristol',in,0,1,1,1,2,1,1,0
' a schoolboy rob mountain bike he',of,1,0,1,1,0,0,0,0
' rob his mountain bike pedal the hard',as,1,0,1,1,0,0,0,0
' a schoolboy rob mountain bike he',of,1,0,1,1,2,1,1,0
' motorway get help dad car broke',after,1,0,1,1,0,0,0,0
' a search hundr egyptian cemeteri',through,1,1,2,1,2,1,1,0
' a search hundr egyptian cemeteri reveal',of,1,1,2,1,2,1,1,0
' egyptian cemeteri reveal worker built',that,1,1,2,1,0,0,0,0
' worker built pyramid giza punctuat day',at,1,1,2,1,2,1,1,0
' giza punctuat day habit unlik',in,1,1,2,1,0,0,0,0
' day a habit the great british tea break',unlike,1,1,2,1,0,0,0,0
' a second later was doorway glanc one',in,0,0,0,0,1,1,0,1
' in doorway glanc one the in',from,0,0,0,0,1,1,0,1
' a second later was doorway glanc one',in,0,0,0,0,0,0,0,0
' a seri studi the research group',of,1,0,1,1,0,0,0,0
' a seri studi research group examin',by,1,0,1,1,0,0,0,0
